RecID,First Name,Surname,Gender,Age,Date of birth,Years of experience,Education Level,Country,Performance,Assembly,Machining,Welding,Additive,Painting,Control,Quality,Planning,Services,Shipping,spoken languages
6570299DVM,Gladys,Branson,female,52,11/08/1969,-1,master,Malta,E,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,"NL,GE,IT,"
6189707IHN,Floyd,Feliciano,male,55,08/08/1966,9,bachelor,Belgium,E,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,"F,SP,NL,"
2093124OOI,Sherri,Enderle,female,34,10/02/1987,8,upper secondary,Republic of Congo,1,YES,NO,YES,NO,YES,NO,NO,NO,YES,YES,"EN,F,NL,"
0535995GGS,William,Lester,m,56,01/09/1965,-1,bachelor,Republic of South Africa,40,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,"EN,SP,"
3720259CFD,Sam,Casper,male,21,12/08/2000,0,master,Denmark,C,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,"SP,GE,IT,"
3930175UBW,James,Alexis,male,46,10/12/1974,3,upper secondary,Brazil,3,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,"GE,"
5074331UIB,Richard,Crutcher,male,44,02/01/1977,18,upper secondary,Netherlands,62,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,"EN,SP,NL,GE,IT,"
7008254XGC,Sadie,Heath,female,21,30/11/2000,0,technical,Germany,36,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,"NL,GE,IT,"
9031469AWU,Michelle,Rausch,f,41,11/02/1980,12,bachelor,Spain,A,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,"EN,F,GE,"
4013827KHE,Angelina,Martin,f,58,05/05/1963,32,master,Ireland,82,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,"SP,NL,GE,"
0796294ECB,Justin,Clinton,male,51,18/09/1970,25,doctorate,Germany,E,YES,NO,YES,NO,YES,NO,NO,NO,YES,YES,"SP,GE,IT,"
5224826TSN,Georgia,Stubbs,female,29,20/06/1992,3,bachelor,Slovakia,77,NO,YES,YES,YES,NO,YES,NO,NO,YES,NO,"EN,F,GE,IT,"
5422530HKE,Pamela,Challenger,female,21,26/02/2000,0,technical,Republic of Congo,A,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,"EN,SP,GE,"
1367644WPG,Jon,Mimnaugh,male,49,23/10/1972,23,doctorate,Greece,1,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,"F,GE,"
8862642KHP,John,Walker,male,21,14/04/2000,0,technical,Estonia,86,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,"F,SP,NL,GE,"
3968131VJE,Paul,Sok,male,58,07/02/1963,7,bachelor,Italy,12,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,"EN,F,GE,IT,"
0722392XOI,Ray,Clawson,male,49,27/12/1971,23,upper secondary,Netherlands,67,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,"EN,SP,GE,IT,"
7463893RMO,Corinna,Caceres,female,23,14/08/1998,0,doctorate,Republic of Cyprus,A,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,"F,"
4279105HUV,Patricia,Sweeney,female,42,23/07/1979,12,technical,Poland,D,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,"EN,F,IT,"
7922112ZRK,Frances,Robinson,female,45,21/07/1976,19,doctorate,Latvia,C,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,
3167247ERF,Paulette,Temme,female,22,21/12/1998,0,bachelor,Hungary,56,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,"EN,F,SP,GE,IT,"
3767705BLL,Theresa,Wilson,female,48,07/12/1973,15,master,Lithuania,85,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,"F,SP,IT,"
4591383XSP,Roland,Thompson,male,40,09/12/1980,10,master,Finland,95,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,"SP,NL,GE,IT,"
6401846EBI,Thomas,Ward,m,49,16/12/1971,2,upper secondary,Italy,A,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,"EN,SP,NL,GE,IT,"
8340080TJK,Christopher,Dunne,male,26,02/06/1995,0,master,Republic of South Africa,A,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,"F,SP,GE,"
5373119ACY,Leona,Tunstall,female,53,24/07/1968,25,doctorate,Slovakia,15,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,"EN,F,GE,"
3854378DXA,Kathy,Seiber,female,37,17/04/1984,9,upper secondary,Republic of Congo,58,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,"EN,NL,IT,"
0924270LLK,Jennifer,Harris,female,60,04/04/1961,13,technical,Bulgaria,61,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,"F,SP,NL,"
1683792DSI,Rosanne,Muncy,female,60,09/06/1961,10,bachelor,Austria,79,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,
2821168FYH,Efrain,Learn,male,49,06/08/1972,23,upper secondary,Denmark,A,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,"EN,NL,"
0968955HKZ,Carl,Rodriguez,male,61,28/09/1960,28,bachelor,Republic of South Africa,66,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,"F,"
3837582BGY,Stephen,Michalenko,male,31,26/04/1990,5,doctorate,United Kingdom,13,NO,YES,YES,NO,NO,YES,NO,YES,NO,NO,"NL,GE,IT,"
0719774EUS,Richard,Wright,male,66,16/09/1955,7,bachelor,Croatia,A,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,"SP,NL,IT,"
0226921VOQ,Caitlin,Harris,female,58,12/03/1963,7,upper secondary,Sweden,34,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,"EN,SP,NL,"
1839448NEH,Jennifer,Cobbley,female,55,26/11/1966,29,doctorate,Republic of South Africa,B,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,"SP,NL,GE,"
9309139QOF,Sindy,Twombly,female,18,06/04/2003,0,upper secondary,Malta,72,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,
4836251RUK,Debbie,Peters,female,61,17/04/1960,28,doctorate,Slovenia,15,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,"F,SP,IT,"
5406677SCB,John,Koopman,male,51,03/08/1970,9,upper secondary,Germany,D,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,"IT,"
4816416WQN,Ida,Fountain,female,57,18/05/1964,16,master,Estonia,88,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,"NL,IT,"
5849070XVH,Barbara,Bass,female,29,01/12/1992,3,master,USA,60,YES,NO,YES,NO,YES,NO,YES,YES,NO,YES,"F,GE,IT,"
5409973YOD,Joseph,Apadoca,male,47,25/11/1974,5,technical,Romania,49,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,"F,"
0207411SCQ,Joseph,Ormond,male,47,02/08/1974,21,technical,Estonia,35,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,"F,SP,"
2775035ISS,Joseph,Lee,male,36,18/07/1985,10,upper secondary,Brazil,C,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,"EN,F,SP,"
6804823DDG,Teresa,Kuo,female,64,27/11/1957,31,doctorate,Republic of Congo,20,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,"EN,GE,IT,"
4602891UJB,Robert,Necaise,male,62,19/04/1959,8,doctorate,Republic of South Africa,84,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,"F,SP,NL,GE,"
4648735FCA,Shirley,Balke,female,32,26/12/1988,6,upper secondary,Slovenia,D,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,"F,SP,"
9543054LAW,Jeremy,Mixon,male,43,03/05/1978,15,technical,USA,B,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,"EN,F,SP,NL,GE,"
5589538YAW,Randall,Stone,male,26,21/12/1994,0,upper secondary,Austria,27,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,"EN,NL,GE,"
1700786NMW,Brandon,Jackson,male,33,31/05/1988,7,doctorate,Hungary,E,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,"F,SP,GE,IT,"
2077882DLX,Joshua,Watson,male,34,05/09/1987,8,master,Ireland,0,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,"SP,NL,IT,"
9605576VEM,Kevin,Hawkins,male,55,04/11/1966,26,technical,Lithuania,D,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,"F,SP,GE,IT,"
3696834OXG,Bonnie,Bruhn,female,66,02/01/1955,22,master,USA,84,NO,NO,YES,YES,YES,NO,YES,NO,YES,YES,"EN,F,SP,"
0864662CKA,Belinda,Lee,female,33,06/07/1988,7,doctorate,Netherlands,D,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,"EN,SP,"
5807375LPX,Rose,Groth,female,61,06/01/1960,30,doctorate,Croatia,87,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,"F,SP,NL,GE,"
3183381XIS,Keri,Hernandez,female,63,21/03/1958,2,technical,Czech Republic,A,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,"EN,SP,NL,IT,"
5509287QWY,Charles,Reese,male,38,28/04/1983,12,technical,Slovenia,50,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,"F,NL,GE,"
0836086RLH,Jill,Pardini,female,48,08/10/1973,22,master,China,20,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,"EN,NL,GE,IT,"
3880414CFQ,Rolando,Hemstreet,male,60,25/12/1960,8,bachelor,Croatia,C,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,"F,NL,GE,"
1576473OEU,Fredrick,Massa,male,31,06/11/1990,5,master,Finland,46,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,"SP,GE,IT,"
3395217OVK,Gabriela,Butler,female,45,18/10/1976,19,master,Portugal,B,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,"F,SP,NL,IT,"
8846223EXJ,Steven,Eck,male,60,22/07/1961,22,master,Germany,38,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,"F,NL,IT,"
1076943TZJ,Kathleen,Siegmund,f,54,20/05/1967,28,bachelor,Republic of South Africa,33,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,"EN,NL,IT,"
4964719APU,David,Cooley,male,29,23/09/1992,3,master,Latvia,57,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,"SP,GE,"
1396473MKD,Glen,Mayo,male,66,04/12/1955,25,bachelor,Australia,58,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,"F,SP,NL,GE,IT,"
9597535DGB,Frank,Gil,male,23,14/09/1998,0,technical,Republic of Congo,5,NO,YES,NO,NO,YES,YES,YES,NO,YES,NO,"EN,SP,NL,"
1590221PWM,Charles,Hardy,male,30,03/01/1991,4,upper secondary,Slovakia,A,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,"EN,NL,GE,IT,"
9353540PRP,Angela,Sollie,female,65,01/10/1956,32,bachelor,Slovenia,C,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,"NL,GE,IT,"
8989694UGP,Gretchen,Pack,female,65,19/10/1956,20,bachelor,Lithuania,D,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,"F,SP,IT,"
6476342YOG,Marguerite,Mcintire,female,42,02/11/1979,16,upper secondary,Estonia,39,NO,YES,NO,YES,NO,YES,YES,NO,NO,YES,"F,GE,"
9048407MCI,Ronald,Wiest,male,39,27/11/1982,13,master,Netherlands,C,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,"EN,F,SP,NL,"
5953828EKB,Thomas,Bland,male,41,30/09/1980,15,technical,Sweden,93,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,"EN,F,SP,IT,"
2305421QIT,Laura,Vandyke,female,23,26/04/1998,0,upper secondary,United Kingdom,B,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,"EN,SP,NL,IT,"
1455891TDA,Doris,Cook,female,41,16/04/1980,8,technical,Slovakia,7,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,
6849246JEC,Matt,Charlton,male,25,21/03/1996,0,technical,Slovakia,A,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,"EN,F,NL,IT,"
7231482WRJ,Lance,Dickson,male,50,11/06/1971,21,bachelor,Greece,83,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,"F,SP,NL,"
0531180FLQ,Dean,Gill,male,40,25/09/1981,14,master,Denmark,26,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"F,SP,GE,"
8696989MNA,Margaret,Vega,female,37,30/03/1984,9,master,Lithuania,87,YES,NO,NO,YES,NO,YES,YES,YES,NO,YES,"EN,NL,IT,"
1901162ZOT,Daniel,Mann,male,34,31/01/1987,8,master,Estonia,90,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,"F,SP,"
3463001VML,Alisha,Atkins,female,21,01/06/2000,0,upper secondary,Bulgaria,19,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES,"GE,IT,"
9691887VSL,Geraldine,Lunn,female,40,12/11/1981,14,master,Bulgaria,D,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,"F,NL,GE,"
0735505LYN,Roxanne,Causey,female,30,20/05/1991,4,bachelor,Poland,E,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,"EN,NL,IT,"
5770946UOR,Lauren,Seys,female,38,07/11/1983,12,upper secondary,Brazil,E,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,"EN,NL,GE,IT,"
0268531AXI,Ann,Barrios,female,46,14/10/1975,12,technical,Hungary,86,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,"SP,GE,IT,"
5010005KPQ,Norma,Burkitt,female,37,05/10/1984,11,bachelor,Sweden,5,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,"EN,F,SP,GE,"
9961255OVF,Ray,Griffith,male,20,10/11/2001,0,bachelor,Finland,65,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,"F,SP,NL,"
2218062SHB,Phyllis,Rosenberg,female,65,11/11/1956,14,doctorate,Slovakia,D,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,"EN,SP,GE,"
7167484IYA,Margaret,Sullivan,female,34,13/10/1987,8,master,Australia,E,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,"F,SP,GE,"
6542374VMH,Dora,Brooks,female,38,15/04/1983,12,upper secondary,Italy,22,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,"EN,NL,IT,"
6207681HSQ,Ike,Orlando,male,54,29/04/1967,13,bachelor,Lithuania,C,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,"EN,SP,NL,GE,IT,"
7400825YUJ,Randy,Shirley,male,40,30/05/1981,14,upper secondary,Croatia,D,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,"EN,F,GE,"
8796502RJI,Pauline,Godzik,female,46,21/05/1975,7,upper secondary,Italy,E,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,"EN,SP,GE,IT,"
9182144ZKJ,Melvin,Dunkel,male,65,18/04/1956,2,upper secondary,United Kingdom,E,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,"EN,F,SP,NL,"
2517356IYF,Jeffery,Horowitz,male,56,12/07/1965,25,bachelor,Croatia,81,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,"SP,"
1679611WFO,Marc,Flipp,m,32,08/01/1989,6,technical,Poland,D,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,"F,NL,IT,"
4960823HOF,Robert,Titus,m,53,15/11/1968,10,master,France,67,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,
1211276ILQ,Guy,Pringle,male,19,05/01/2002,0,technical,Brazil,56,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,"SP,"
7681901UPH,Tory,Lloyd,male,28,23/03/1993,-1,doctorate,Netherlands,30,NO,NO,NO,YES,NO,NO,YES,NO,YES,YES,"F,NL,GE,"
6954790QBA,Patricia,Margeson,female,52,21/03/1969,9,bachelor,Malta,27,NO,NO,YES,NO,YES,NO,YES,NO,YES,NO,"EN,F,SP,GE,"
4574408XQQ,Stacey,Wills,female,33,07/04/1988,7,doctorate,Czech Republic,81,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,"F,SP,NL,GE,"
7823628EQE,Harry,Hatala,male,35,01/12/1986,9,bachelor,Republic of Cyprus,A,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,"EN,F,SP,GE,IT,"
0857401CTH,Eugene,Sparks,male,60,29/08/1961,8,technical,Greece,B,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,"F,SP,GE,IT,"
1099101DWM,Rhonda,Salgado,female,39,21/11/1982,11,master,Republic of Cyprus,80,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,"EN,SP,GE,"
2197349ABH,Joseph,Pokora,male,61,06/07/1960,29,doctorate,Austria,E,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,"F,SP,NL,IT,"
9000710XUP,Michael,Land,male,32,27/07/1989,6,master,Romania,26,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,"EN,SP,GE,"
9658083FGE,Patrick,Rousseau,male,28,02/01/1993,2,upper secondary,Spain,19,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,"EN,F,NL,"
5951173GSD,Vida,Mckillip,female,28,06/07/1993,2,master,Hungary,80,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,"F,GE,IT,"
1219020XPY,Leah,Young,female,67,09/09/1954,8,master,Belgium,C,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,"GE,IT,"
2581279FNT,Edna,Dunkleberger,female,66,17/06/1955,1,upper secondary,Luxembourg,79,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,"EN,SP,GE,IT,"
0896660EEB,David,Wood,male,42,05/08/1979,16,technical,Malta,D,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,"SP,NL,GE,IT,"
5948270NUT,Belinda,Wert,female,27,06/01/1994,1,upper secondary,Latvia,E,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,"EN,SP,NL,GE,"
3131893RSW,Charles,Bahena,male,59,12/06/1962,19,bachelor,Lithuania,A,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,"EN,F,SP,NL,IT,"
1886973UFK,Anthony,Snyder,male,64,17/08/1957,22,technical,Netherlands,23,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,"EN,F,NL,GE,IT,"
2835984AFN,Kevin,Jones,male,40,22/12/1980,14,technical,Czech Republic,E,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,"GE,"
9458646FZN,Lovetta,Measheaw,female,42,17/02/1979,6,technical,Ireland,21,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,"F,SP,NL,GE,IT,"
0959428RKT,Carrol,Messer,male,59,18/01/1962,4,doctorate,Hungary,17,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,"F,NL,IT,"
0111248GII,Raymond,Valencia,male,58,14/04/1963,32,master,Latvia,A,NO,NO,YES,NO,YES,NO,YES,YES,YES,NO,"NL,GE,IT,"
4432110ILH,Raymond,Steele,male,55,17/01/1966,29,technical,Sweden,67,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,"F,SP,NL,"
0546625WLZ,Steven,Wernimont,male,50,07/12/1971,20,doctorate,Austria,38,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,"EN,F,SP,NL,GE,IT,"
6567447NVK,Jeffrey,Egan,male,48,04/06/1973,22,master,Sweden,19,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,"F,SP,NL,"
3036812JIX,Stephen,Marshall,male,56,19/04/1965,5,technical,Latvia,36,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,"EN,F,SP,NL,"
0326575JLD,Mary,Pouncil,female,36,18/06/1985,5,doctorate,Austria,79,NO,YES,NO,YES,NO,YES,YES,NO,YES,NO,"SP,NL,GE,"
6352944FKT,James,Onks,male,58,24/02/1963,30,upper secondary,Romania,84,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,"EN,F,NL,GE,IT,"
0597508KKJ,Heriberto,Moore,male,67,05/01/1954,24,upper secondary,Latvia,E,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,"GE,IT,"
5386101TFR,Mark,Marshall,male,33,26/01/1988,7,technical,Austria,8,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,"F,"
8121242SQA,Elizabeth,Strange,female,21,10/03/2000,0,master,Lithuania,D,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,"GE,IT,"
0471032NCW,Rebekah,Simmons,female,28,09/07/1993,2,technical,Republic of South Africa,37,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,"EN,NL,IT,"
1816843XUK,Ada,Niedringhaus,female,45,26/09/1976,9,bachelor,Czech Republic,72,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,"EN,NL,GE,"
9038828WCY,Robert,William,male,57,29/03/1964,30,doctorate,Italy,25,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,"EN,NL,IT,"
7470598YQU,Joseph,Soolua,male,41,07/05/1980,9,bachelor,Latvia,58,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,"EN,F,SP,"
0882190FTB,James,Momeni,male,53,28/05/1968,7,doctorate,Poland,44,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,"EN,NL,IT,"
8497766RTV,Katrina,Mccarty,female,63,10/12/1957,13,bachelor,Hungary,43,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,"F,SP,GE,"
2136354YFC,Nathan,Anderson,male,38,21/12/1982,8,upper secondary,Sweden,44,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,"F,NL,GE,IT,"
5332210RTA,Sherry,Cunningham,female,39,19/09/1982,13,technical,Republic of Congo,B,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,"EN,F,SP,"
6148778YDX,Linda,Gogan,female,46,31/03/1975,1,upper secondary,Portugal,E,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,"EN,SP,"
2169551HXX,Pierre,Simmons,male,54,30/11/1967,25,upper secondary,China,4,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,"EN,SP,IT,"
4826304RAD,Priscilla,Ledesma,female,55,26/04/1966,9,bachelor,Malta,88,NO,NO,YES,YES,YES,NO,YES,NO,YES,NO,"NL,GE,IT,"
6155634VCQ,Shannon,Alcala,female,66,21/08/1955,11,upper secondary,Belgium,C,YES,YES,NO,NO,YES,YES,YES,NO,YES,NO,"IT,"
7646396TDG,Rachael,Brown,female,23,03/12/1998,0,master,Republic of Congo,43,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES,
9096156YXX,Lisa,Clemons,female,66,14/07/1955,25,technical,United Kingdom,C,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,"F,NL,"
8095334GQY,Martha,Heelan,female,27,14/08/1994,1,technical,Sweden,36,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,"F,NL,IT,"
7193108QGB,Jan,Castillo,male,54,17/06/1967,12,technical,Portugal,70,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,"F,IT,"
8736085RWU,Kevin,Spataro,m,67,25/05/1954,14,bachelor,Belgium,59,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,"SP,GE,IT,"
2481600YCP,Jill,Smith,female,49,06/10/1972,23,bachelor,United Kingdom,E,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,"GE,IT,"
3848462OUB,Christine,King,female,40,22/07/1981,14,bachelor,Belgium,74,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,"NL,GE,"
3757948AJU,Sara,Brazier,female,62,27/02/1959,31,upper secondary,USA,D,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,"EN,NL,"
1206085AFG,Mary,Young,female,49,11/10/1972,23,doctorate,Belgium,22,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,"SP,NL,GE,IT,"
9451927NHS,Alonzo,Blacker,male,51,06/01/1970,12,upper secondary,Finland,36,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,"F,NL,GE,IT,"
7981501HSH,Vance,Bigelow,male,35,02/11/1986,9,upper secondary,Portugal,74,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,"EN,SP,NL,GE,IT,"
2519357ONF,Dianne,Savoy,female,49,30/03/1972,1,technical,Belgium,6,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,"F,NL,IT,"
4515100ZSS,Judith,Houle,female,33,20/03/1988,7,technical,Latvia,C,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,"F,NL,GE,"
3909647ENF,Stephen,Mcgahan,male,41,13/03/1980,12,doctorate,Malta,B,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,"EN,NL,GE,IT,"
0303035ALH,Jose,Cooper,male,33,29/01/1988,7,technical,Italy,E,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,"EN,F,NL,GE,"
5171570VKV,Richard,Edwards,m,25,01/11/1996,0,technical,Slovakia,69,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,"EN,IT,"
6415717PCA,Luis,Murphy,male,32,24/07/1989,6,upper secondary,Malta,96,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,"F,SP,GE,"
6630214ACR,Lillian,Gaynor,female,25,14/01/1996,0,upper secondary,Bulgaria,65,YES,NO,YES,NO,NO,YES,NO,YES,NO,YES,"EN,NL,IT,"
3365182UFH,Sarah,Hatcher,female,50,30/10/1971,24,technical,France,B,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,"EN,IT,"
1421453QZK,Hazel,Breunig,female,26,29/08/1995,0,upper secondary,France,13,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,"F,SP,"
5046737DZR,Kimberly,Gray,female,42,25/05/1979,15,master,Portugal,B,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,"EN,SP,NL,"
9007338BUM,Deborah,Roberts,female,53,07/06/1968,8,upper secondary,Malta,B,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,"EN,F,GE,"
9874753ESJ,Ryan,Thomas,male,62,18/09/1959,12,upper secondary,Republic of South Africa,65,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,"EN,SP,"
9002485UHA,Judith,Boone,female,22,17/07/1999,-1,technical,Republic of South Africa,D,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES,"F,NL,GE,IT,"
7175792JPB,Jane,Dipietro,female,47,27/03/1974,21,doctorate,Republic of South Africa,A,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,"EN,SP,GE,IT,"
9756643EQO,Jerry,Kuehne,male,36,30/05/1985,10,master,Czech Republic,E,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,"EN,F,SP,NL,GE,IT,"
2834759ELG,Kelly,Jennings,male,29,28/05/1992,3,technical,Ireland,E,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,"F,SP,GE,IT,"
2125845OKH,Abigail,Wills,female,52,20/08/1969,26,master,Austria,D,NO,YES,NO,YES,NO,YES,NO,YES,YES,NO,"NL,GE,IT,"
1703546RKZ,Kenneth,Williams,male,20,14/04/2001,0,master,Poland,68,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,"EN,F,"
5082239XYD,Donna,Provost,female,44,28/02/1977,18,doctorate,Sweden,100,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,"EN,SP,NL,IT,"
2893935VBM,Herbert,Brauer,male,19,29/07/2002,0,doctorate,Latvia,E,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,"EN,IT,"
