RecID,First Name,Surname,Gender,Age,Date of birth,Years of experience,Education level,Country,Grade,Performance,Assembly,Machining,Welding,Additive,Painting,Control,Quality,Planning,Services,Shipping,Spoken languages,Intended department
6570299DVM,Gladys,Branson,female,52,1969-11-08,0,master,EU,E,10,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,"NL,GE,IT,",
6189707IHN,Floyd,Feliciano,male,55,1966-08-08,9,bachelor,EU,E,10,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,"F,SP,NL,",
2093124OOI,Sherri,Enderle,female,34,1987-10-02,8,upper secondary,Republic of Congo,E,1,YES,NO,YES,NO,YES,NO,NO,NO,YES,YES,"EN,F,NL,",
0535995GGS,William,Lester,male,56,1965-01-09,0,bachelor,Republic of South Africa,D,40,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,"EN,SP,",
3720259CFD,Sam,Casper,male,21,2000-12-08,0,master,EU,C,50,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,"SP,GE,IT,",
3930175UBW,James,Alexis,male,46,1974-10-12,3,upper secondary,Brazil,E,3,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,"GE,",
5074331UIB,Richard,Crutcher,male,44,1977-02-01,18,upper secondary,EU,B,62,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,"EN,SP,NL,GE,IT,",
7008254XGC,Sadie,Heath,female,21,2000-11-30,0,technical,EU,D,36,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,"NL,GE,IT,",
9031469AWU,Michelle,Rausch,female,41,1980-11-02,12,bachelor,EU,A,90,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,"EN,F,GE,",
4013827KHE,Angelina,Martin,female,58,1963-05-05,32,master,EU,A,82,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,"SP,NL,GE,",
0796294ECB,Justin,Clinton,male,51,1970-09-18,25,doctorate,EU,E,10,YES,NO,YES,NO,YES,NO,NO,NO,YES,YES,"SP,GE,IT,",
5224826TSN,Georgia,Stubbs,female,29,1992-06-20,3,bachelor,EU,B,77,NO,YES,YES,YES,NO,YES,NO,NO,YES,NO,"EN,F,GE,IT,",
5422530HKE,Pamela,Challenger,female,21,2000-02-26,0,technical,Republic of Congo,A,90,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,"EN,SP,GE,",
1367644WPG,Jon,Mimnaugh,male,49,1972-10-23,23,doctorate,EU,E,1,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,"F,GE,",
8862642KHP,John,Walker,male,21,2000-04-14,0,technical,EU,A,86,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,"F,SP,NL,GE,",
3968131VJE,Paul,Sok,male,58,1963-07-02,7,bachelor,EU,E,12,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,"EN,F,GE,IT,",
0722392XOI,Ray,Clawson,male,49,1971-12-27,23,upper secondary,EU,B,67,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,"EN,SP,GE,IT,",
7463893RMO,Corinna,Caceres,female,23,1998-08-14,0,doctorate,Republic of Cyprus,A,90,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,"F,",
4279105HUV,Patricia,Sweeney,female,42,1979-07-23,12,technical,EU,D,30,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,"EN,F,IT,",
3167247ERF,Paulette,Temme,female,22,1998-12-21,0,bachelor,EU,C,56,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,"EN,F,SP,GE,IT,",
3767705BLL,Theresa,Wilson,female,48,1973-07-12,15,master,EU,A,85,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,"F,SP,IT,",
4591383XSP,Roland,Thompson,male,40,1980-09-12,10,master,EU,A,95,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,"SP,NL,GE,IT,",
6401846EBI,Thomas,Ward,male,49,1971-12-16,2,upper secondary,EU,A,90,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,"EN,SP,NL,GE,IT,",
8340080TJK,Christopher,Dunne,male,26,1995-02-06,0,master,Republic of South Africa,A,90,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,"F,SP,GE,",
5373119ACY,Leona,Tunstall,female,53,1968-07-24,25,doctorate,EU,E,15,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,"EN,F,GE,",
3854378DXA,Kathy,Seiber,female,37,1984-04-17,9,upper secondary,Republic of Congo,C,58,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,"EN,NL,IT,",
0924270LLK,Jennifer,Harris,female,60,1961-04-04,13,technical,EU,B,61,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,"F,SP,NL,",
2821168FYH,Efrain,Learn,male,49,1972-06-08,23,upper secondary,EU,A,90,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,"EN,NL,",
0968955HKZ,Carl,Rodriguez,male,61,1960-09-28,28,bachelor,Republic of South Africa,B,66,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,"F,",
3837582BGY,Stephen,Michalenko,male,31,1990-04-26,5,doctorate,United Kingdom,E,13,NO,YES,YES,NO,NO,YES,NO,YES,NO,NO,"NL,GE,IT,",
0719774EUS,Richard,Wright,male,66,1955-09-16,7,bachelor,EU,A,90,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,"SP,NL,IT,",
0226921VOQ,Caitlin,Harris,female,58,1963-12-03,7,upper secondary,EU,D,34,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,"EN,SP,NL,",
1839448NEH,Jennifer,Cobbley,female,55,1966-11-26,29,doctorate,Republic of South Africa,B,70,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,"SP,NL,GE,",
4836251RUK,Debbie,Peters,female,61,1960-04-17,28,doctorate,EU,E,15,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,"F,SP,IT,",
5406677SCB,John,Koopman,male,51,1970-03-08,9,upper secondary,EU,D,30,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,"IT,",
4816416WQN,Ida,Fountain,female,57,1964-05-18,16,master,EU,A,88,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,"NL,IT,",
5849070XVH,Barbara,Bass,female,29,1992-01-12,3,master,USA,C,60,YES,NO,YES,NO,YES,NO,YES,YES,NO,YES,"F,GE,IT,",
5409973YOD,Joseph,Apadoca,male,47,1974-11-25,5,technical,EU,C,49,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,"F,",
0207411SCQ,Joseph,Ormond,male,47,1974-02-08,21,technical,EU,D,35,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,"F,SP,",
2775035ISS,Joseph,Lee,male,36,1985-07-18,10,upper secondary,Brazil,C,50,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,"EN,F,SP,",
6804823DDG,Teresa,Kuo,female,64,1957-11-27,31,doctorate,Republic of Congo,E,20,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,"EN,GE,IT,",
4602891UJB,Robert,Necaise,male,62,1959-04-19,8,doctorate,Republic of South Africa,A,84,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,"F,SP,NL,GE,",
4648735FCA,Shirley,Balke,female,32,1988-12-26,6,upper secondary,EU,D,30,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,"F,SP,",
9543054LAW,Jeremy,Mixon,male,43,1978-03-05,15,technical,USA,B,70,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,"EN,F,SP,NL,GE,",
5589538YAW,Randall,Stone,male,26,1994-12-21,0,upper secondary,EU,D,27,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,"EN,NL,GE,",
1700786NMW,Brandon,Jackson,male,33,1988-05-31,7,doctorate,EU,E,10,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,"F,SP,GE,IT,",
2077882DLX,Joshua,Watson,male,34,1987-05-09,8,master,EU,,0,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,"SP,NL,IT,",
9605576VEM,Kevin,Hawkins,male,55,1966-04-11,26,technical,EU,D,30,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,"F,SP,GE,IT,",
3696834OXG,Bonnie,Bruhn,female,66,1955-02-01,22,master,USA,A,84,NO,NO,YES,YES,YES,NO,YES,NO,YES,YES,"EN,F,SP,",
0864662CKA,Belinda,Lee,female,33,1988-06-07,7,doctorate,EU,D,30,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,"EN,SP,",
5807375LPX,Rose,Groth,female,61,1960-06-01,30,doctorate,EU,A,87,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,"F,SP,NL,GE,",finance
3183381XIS,Keri,Hernandez,female,63,1958-03-21,2,technical,Czech Republic,A,90,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,"EN,SP,NL,IT,",
5509287QWY,Charles,Reese,male,38,1983-04-28,12,technical,EU,C,50,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,"F,NL,GE,",
0836086RLH,Jill,Pardini,female,48,1973-08-10,22,master,China,E,20,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,"EN,NL,GE,IT,",
3880414CFQ,Rolando,Hemstreet,male,60,1960-12-25,8,bachelor,EU,C,50,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,"F,NL,GE,",
1576473OEU,Fredrick,Massa,male,31,1990-06-11,5,master,EU,C,46,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,"SP,GE,IT,",
3395217OVK,Gabriela,Butler,female,45,1976-10-18,19,master,EU,B,70,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,"F,SP,NL,IT,",finance
8846223EXJ,Steven,Eck,male,60,1961-07-22,22,master,EU,D,38,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,"F,NL,IT,",
1076943TZJ,Kathleen,Siegmund,female,54,1967-05-20,28,bachelor,Republic of South Africa,D,33,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,"EN,NL,IT,",
4964719APU,David,Cooley,male,29,1992-09-23,3,master,EU,C,57,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,"SP,GE,",
1396473MKD,Glen,Mayo,male,66,1955-04-12,25,bachelor,Australia,C,58,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,"F,SP,NL,GE,IT,",
9597535DGB,Frank,Gil,male,23,1998-09-14,0,technical,Republic of Congo,E,5,NO,YES,NO,NO,YES,YES,YES,NO,YES,NO,"EN,SP,NL,",
1590221PWM,Charles,Hardy,male,30,1991-03-01,4,upper secondary,EU,A,90,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,"EN,NL,GE,IT,",
9353540PRP,Angela,Sollie,female,65,1956-01-10,32,bachelor,EU,C,50,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,"NL,GE,IT,",
8989694UGP,Gretchen,Pack,female,65,1956-10-19,20,bachelor,EU,D,30,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,"F,SP,IT,",
6476342YOG,Marguerite,Mcintire,female,42,1979-02-11,16,upper secondary,EU,D,39,NO,YES,NO,YES,NO,YES,YES,NO,NO,YES,"F,GE,",
9048407MCI,Ronald,Wiest,male,39,1982-11-27,13,master,EU,C,50,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,"EN,F,SP,NL,",finance
5953828EKB,Thomas,Bland,male,41,1980-09-30,15,technical,EU,A,93,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,"EN,F,SP,IT,",
2305421QIT,Laura,Vandyke,female,23,1998-04-26,0,upper secondary,United Kingdom,B,70,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,"EN,SP,NL,IT,",
6849246JEC,Matt,Charlton,male,25,1996-03-21,0,technical,EU,A,90,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,"EN,F,NL,IT,",
7231482WRJ,Lance,Dickson,male,50,1971-11-06,21,bachelor,EU,A,83,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,"F,SP,NL,",finance
0531180FLQ,Dean,Gill,male,40,1981-09-25,14,master,EU,D,26,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"F,SP,GE,",
8696989MNA,Margaret,Vega,female,37,1984-03-30,9,master,EU,A,87,YES,NO,NO,YES,NO,YES,YES,YES,NO,YES,"EN,NL,IT,",
1901162ZOT,Daniel,Mann,male,34,1987-01-31,8,master,EU,A,90,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,"F,SP,",
3463001VML,Alisha,Atkins,female,21,2000-01-06,0,upper secondary,EU,E,19,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES,"GE,IT,",
9691887VSL,Geraldine,Lunn,female,40,1981-12-11,14,master,EU,D,30,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,"F,NL,GE,",
0735505LYN,Roxanne,Causey,female,30,1991-05-20,4,bachelor,EU,E,10,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,"EN,NL,IT,",
5770946UOR,Lauren,Seys,female,38,1983-07-11,12,upper secondary,Brazil,E,10,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,"EN,NL,GE,IT,",
0268531AXI,Ann,Barrios,female,46,1975-10-14,12,technical,EU,A,86,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,"SP,GE,IT,",
5010005KPQ,Norma,Burkitt,female,37,1984-05-10,11,bachelor,EU,E,5,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,"EN,F,SP,GE,",
9961255OVF,Ray,Griffith,male,20,2001-10-11,0,bachelor,EU,B,65,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,"F,SP,NL,",
2218062SHB,Phyllis,Rosenberg,female,65,1956-11-11,14,doctorate,EU,D,30,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,"EN,SP,GE,",
7167484IYA,Margaret,Sullivan,female,34,1987-10-13,8,master,Australia,E,10,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,"F,SP,GE,",
6542374VMH,Dora,Brooks,female,38,1983-04-15,12,upper secondary,EU,D,22,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,"EN,NL,IT,",
6207681HSQ,Ike,Orlando,male,54,1967-04-29,13,bachelor,EU,C,50,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,"EN,SP,NL,GE,IT,",
7400825YUJ,Randy,Shirley,male,40,1981-05-30,14,upper secondary,EU,D,30,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,"EN,F,GE,",
8796502RJI,Pauline,Godzik,female,46,1975-05-21,7,upper secondary,EU,E,10,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,"EN,SP,GE,IT,",
9182144ZKJ,Melvin,Dunkel,male,65,1956-04-18,2,upper secondary,United Kingdom,E,10,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,"EN,F,SP,NL,",
2517356IYF,Jeffery,Horowitz,male,56,1965-12-07,25,bachelor,EU,A,81,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,"SP,",
1679611WFO,Marc,Flipp,male,32,1989-08-01,6,technical,EU,D,30,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,"F,NL,IT,",
1211276ILQ,Guy,Pringle,male,19,2002-05-01,0,technical,Brazil,C,56,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,"SP,",
7681901UPH,Tory,Lloyd,male,28,1993-03-23,0,doctorate,EU,D,30,NO,NO,NO,YES,NO,NO,YES,NO,YES,YES,"F,NL,GE,",
6954790QBA,Patricia,Margeson,female,52,1969-03-21,9,bachelor,EU,D,27,NO,NO,YES,NO,YES,NO,YES,NO,YES,NO,"EN,F,SP,GE,",
4574408XQQ,Stacey,Wills,female,33,1988-07-04,7,doctorate,Czech Republic,A,81,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,"F,SP,NL,GE,",
7823628EQE,Harry,Hatala,male,35,1986-01-12,9,bachelor,Republic of Cyprus,A,90,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,"EN,F,SP,GE,IT,",
0857401CTH,Eugene,Sparks,male,60,1961-08-29,8,technical,EU,B,70,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,"F,SP,GE,IT,",
1099101DWM,Rhonda,Salgado,female,39,1982-11-21,11,master,Republic of Cyprus,B,80,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,"EN,SP,GE,",
2197349ABH,Joseph,Pokora,male,61,1960-06-07,29,doctorate,EU,E,10,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,"F,SP,NL,IT,",
9000710XUP,Michael,Land,male,32,1989-07-27,6,master,EU,D,26,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,"EN,SP,GE,",
9658083FGE,Patrick,Rousseau,male,28,1993-02-01,2,upper secondary,EU,E,19,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,"EN,F,NL,",
5951173GSD,Vida,Mckillip,female,28,1993-06-07,2,master,EU,B,80,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,"F,GE,IT,",
1219020XPY,Leah,Young,female,67,1954-09-09,8,master,EU,C,50,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,"GE,IT,",
2581279FNT,Edna,Dunkleberger,female,66,1955-06-17,1,upper secondary,EU,B,79,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,"EN,SP,GE,IT,",
0896660EEB,David,Wood,male,42,1979-05-08,16,technical,EU,D,30,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,"SP,NL,GE,IT,",
5948270NUT,Belinda,Wert,female,27,1994-06-01,1,upper secondary,EU,E,10,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,"EN,SP,NL,GE,",
3131893RSW,Charles,Bahena,male,59,1962-12-06,19,bachelor,EU,A,90,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,"EN,F,SP,NL,IT,",finance
1886973UFK,Anthony,Snyder,male,64,1957-08-17,22,technical,EU,D,23,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,"EN,F,NL,GE,IT,",
2835984AFN,Kevin,Jones,male,40,1980-12-22,14,technical,Czech Republic,E,10,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,"GE,",
9458646FZN,Lovetta,Measheaw,female,42,1979-02-17,6,technical,EU,D,21,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,"F,SP,NL,GE,IT,",
0959428RKT,Carrol,Messer,male,59,1962-01-18,4,doctorate,EU,E,17,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,"F,NL,IT,",
0111248GII,Raymond,Valencia,male,58,1963-04-14,32,master,EU,A,90,NO,NO,YES,NO,YES,NO,YES,YES,YES,NO,"NL,GE,IT,",
4432110ILH,Raymond,Steele,male,55,1966-01-17,29,technical,EU,B,67,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,"F,SP,NL,",
0546625WLZ,Steven,Wernimont,male,50,1971-07-12,20,doctorate,EU,D,38,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,"EN,F,SP,NL,GE,IT,",
6567447NVK,Jeffrey,Egan,male,48,1973-04-06,22,master,EU,E,19,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,"F,SP,NL,",
3036812JIX,Stephen,Marshall,male,56,1965-04-19,5,technical,EU,D,36,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,"EN,F,SP,NL,",
0326575JLD,Mary,Pouncil,female,36,1985-06-18,5,doctorate,EU,B,79,NO,YES,NO,YES,NO,YES,YES,NO,YES,NO,"SP,NL,GE,",
6352944FKT,James,Onks,male,58,1963-02-24,30,upper secondary,EU,A,84,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,"EN,F,NL,GE,IT,",
0597508KKJ,Heriberto,Moore,male,67,1954-05-01,24,upper secondary,EU,E,10,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,"GE,IT,",
5386101TFR,Mark,Marshall,male,33,1988-01-26,7,technical,EU,E,8,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,"F,",
8121242SQA,Elizabeth,Strange,female,21,2000-10-03,0,master,EU,D,30,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,"GE,IT,",
0471032NCW,Rebekah,Simmons,female,28,1993-09-07,2,technical,Republic of South Africa,D,37,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,"EN,NL,IT,",
1816843XUK,Ada,Niedringhaus,female,45,1976-09-26,9,bachelor,Czech Republic,B,72,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,"EN,NL,GE,",
9038828WCY,Robert,William,male,57,1964-03-29,30,doctorate,EU,D,25,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,"EN,NL,IT,",
7470598YQU,Joseph,Soolua,male,41,1980-07-05,9,bachelor,EU,C,58,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,"EN,F,SP,",
0882190FTB,James,Momeni,male,53,1968-05-28,7,doctorate,EU,C,44,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,"EN,NL,IT,",
8497766RTV,Katrina,Mccarty,female,63,1957-10-12,13,bachelor,EU,C,43,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,"F,SP,GE,",
2136354YFC,Nathan,Anderson,male,38,1982-12-21,8,upper secondary,EU,C,44,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,"F,NL,GE,IT,",
5332210RTA,Sherry,Cunningham,female,39,1982-09-19,13,technical,Republic of Congo,B,70,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,"EN,F,SP,",
6148778YDX,Linda,Gogan,female,46,1975-03-31,1,upper secondary,EU,E,10,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,"EN,SP,",
2169551HXX,Pierre,Simmons,male,54,1967-11-30,25,upper secondary,China,E,4,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,"EN,SP,IT,",
4826304RAD,Priscilla,Ledesma,female,55,1966-04-26,9,bachelor,EU,A,88,NO,NO,YES,YES,YES,NO,YES,NO,YES,NO,"NL,GE,IT,",
6155634VCQ,Shannon,Alcala,female,66,1955-08-21,11,upper secondary,EU,C,50,YES,YES,NO,NO,YES,YES,YES,NO,YES,NO,"IT,",
9096156YXX,Lisa,Clemons,female,66,1955-07-14,25,technical,United Kingdom,C,50,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,"F,NL,",
8095334GQY,Martha,Heelan,female,27,1994-08-14,1,technical,EU,D,36,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,"F,NL,IT,",
7193108QGB,Jan,Castillo,male,54,1967-06-17,12,technical,EU,B,70,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,"F,IT,",
8736085RWU,Kevin,Spataro,male,67,1954-05-25,14,bachelor,EU,C,59,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,"SP,GE,IT,",
2481600YCP,Jill,Smith,female,49,1972-06-10,23,bachelor,United Kingdom,E,10,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,"GE,IT,",
3848462OUB,Christine,King,female,40,1981-07-22,14,bachelor,EU,B,74,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,"NL,GE,",
3757948AJU,Sara,Brazier,female,62,1959-02-27,31,upper secondary,USA,D,30,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,"EN,NL,",
1206085AFG,Mary,Young,female,49,1972-11-10,23,doctorate,EU,D,22,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,"SP,NL,GE,IT,",
9451927NHS,Alonzo,Blacker,male,51,1970-06-01,12,upper secondary,EU,D,36,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,"F,NL,GE,IT,",
7981501HSH,Vance,Bigelow,male,35,1986-02-11,9,upper secondary,EU,B,74,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,"EN,SP,NL,GE,IT,",
2519357ONF,Dianne,Savoy,female,49,1972-03-30,1,technical,EU,E,6,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,"F,NL,IT,",
4515100ZSS,Judith,Houle,female,33,1988-03-20,7,technical,EU,C,50,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,"F,NL,GE,",
3909647ENF,Stephen,Mcgahan,male,41,1980-03-13,12,doctorate,EU,B,70,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,"EN,NL,GE,IT,",
0303035ALH,Jose,Cooper,male,33,1988-01-29,7,technical,EU,E,10,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,"EN,F,NL,GE,",
5171570VKV,Richard,Edwards,male,25,1996-01-11,0,technical,EU,B,69,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,"EN,IT,",
6415717PCA,Luis,Murphy,male,32,1989-07-24,6,upper secondary,EU,A,96,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,"F,SP,GE,",
6630214ACR,Lillian,Gaynor,female,25,1996-01-14,0,upper secondary,EU,B,65,YES,NO,YES,NO,NO,YES,NO,YES,NO,YES,"EN,NL,IT,",
3365182UFH,Sarah,Hatcher,female,50,1971-10-30,24,technical,EU,B,70,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,"EN,IT,",
1421453QZK,Hazel,Breunig,female,26,1995-08-29,0,upper secondary,EU,E,13,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,"F,SP,",
5046737DZR,Kimberly,Gray,female,42,1979-05-25,15,master,EU,B,70,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,"EN,SP,NL,",
9007338BUM,Deborah,Roberts,female,53,1968-07-06,8,upper secondary,EU,B,70,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,"EN,F,GE,",
9874753ESJ,Ryan,Thomas,male,62,1959-09-18,12,upper secondary,Republic of South Africa,B,65,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,"EN,SP,",
9002485UHA,Judith,Boone,female,22,1999-07-17,0,technical,Republic of South Africa,D,30,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES,"F,NL,GE,IT,",
7175792JPB,Jane,Dipietro,female,47,1974-03-27,21,doctorate,Republic of South Africa,A,90,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,"EN,SP,GE,IT,",
9756643EQO,Jerry,Kuehne,male,36,1985-05-30,10,master,Czech Republic,E,10,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,"EN,F,SP,NL,GE,IT,",
2834759ELG,Kelly,Jennings,male,29,1992-05-28,3,technical,EU,E,10,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,"F,SP,GE,IT,",
2125845OKH,Abigail,Wills,female,52,1969-08-20,26,master,EU,D,30,NO,YES,NO,YES,NO,YES,NO,YES,YES,NO,"NL,GE,IT,",
1703546RKZ,Kenneth,Williams,male,20,2001-04-14,0,master,EU,B,68,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,"EN,F,",
5082239XYD,Donna,Provost,female,44,1977-02-28,18,doctorate,EU,A,100,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,"EN,SP,NL,IT,",
2893935VBM,Herbert,Brauer,male,19,2002-07-29,0,doctorate,EU,E,10,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,"EN,IT,",
3231546KKW,Sybil,Simpson,female,52,1969-10-25,10,bachelor,Brazil,E,10,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,"EN,F,SP,GE,IT,",
4605073NBN,Betty,Draper,female,19,2002-10-09,0,upper secondary,EU,A,99,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,"EN,F,NL,IT,",
3167754CBI,Russell,Long,male,30,1991-08-01,4,master,EU,A,83,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,"EN,SP,GE,IT,",
